"INC NUMBER","OCCURRED ON","OCCURRED TO","UCR CRIME CATEGORY","100 BLOCK ADDR","ZIP","PREMISE TYPE"
"201500002126874",11/04/2015  21:30,11/04/2015  21:35,"LARCENY-THEFT","30XX E THOMAS RD","85016","GROCERY / SUPER MARKET"
"201500002127321",11/04/2015  21:44,11/04/2015  22:44,"LARCENY-THEFT","71XX W SUPERIOR AVE","85043","VEHICLE"
"201500002128921",11/04/2015  21:45,11/04/2015  23:59,"LARCENY-THEFT","38XX W CHEERY LYNN RD","85019","VEHICLE"
"201500002130613",11/04/2015  22:00,11/05/2015  07:30,"MOTOR VEHICLE THEFT","218XX N 20TH ST","85024","APARTMENT"
"201500002207514",11/04/2015  22:00,11/12/2015  23:00,"LARCENY-THEFT","52XX W INDIAN SCHOOL RD","85031","RETAIL BUSINESS"
"201500002128604",11/04/2015  22:00,11/05/2015  08:30,"LARCENY-THEFT","54XX E VAN BUREN ST","85034","VEHICLE"
"201500002129301",11/04/2015  22:00,11/05/2015  08:00,"LARCENY-THEFT","40XX N 44TH AVE","85031","VEHICLE"
"201500002129151",11/04/2015  22:30,11/05/2015  09:15,"BURGLARY","67XX N 8TH ST","85014","SINGLE FAMILY HOUSE"
"201500002127821",11/04/2015  22:30,11/05/2015  04:09,"MOTOR VEHICLE THEFT","77XX W EARLL DR","85033","SINGLE FAMILY HOUSE"
"201500002127237",11/04/2015  22:45,,"ROBBERY","32XX N 47TH DR","85031","PARK / PLAYGROUND"
"201500002128115",11/04/2015  23:00,11/05/2015  06:30,"LARCENY-THEFT","80XX S CENTRAL AVE","85041","APARTMENT"
"201500002145657",11/04/2015  23:00,11/06/2015  17:00,"BURGLARY","55XX N 41ST DR","85019","SINGLE FAMILY HOUSE"
"201500002127378",11/04/2015  23:00,11/04/2015  23:49,"BURGLARY","23XX W MISSOURI AVE","85015","SINGLE FAMILY HOUSE"
"201500002127291",11/04/2015  23:05,,"LARCENY-THEFT","52XX N 16TH ST","85014","RESTAURANT"
"201500002127236",11/04/2015  23:13,11/04/2015  23:14,"ROBBERY","36XX N BLACK CANYON AC","85015","PARKING LOT"
"201500002127273",11/04/2015  23:27,,"DRUG OFFENSE","37XX W CAMELBACK RD","85019","STREET / ROADWAY / ALLEY / SIDEWALK"
"201500002129649",11/04/2015  23:30,11/05/2015  07:30,"LARCENY-THEFT","26XX N 51ST AVE","85035","PARKING LOT"
"201500002135365",11/05/2015  00:00,11/06/2015  09:15,"BURGLARY","13XX W KACHINA TRL","85041","MOBILE HOME"
"201500002133273",11/05/2015  00:00,11/05/2015  00:00,"LARCENY-THEFT","25XX W NORTHERN AVE","85051","DEPARTMENT / DISCOUNT STORE"
"201500002342675",11/05/2015  00:01,11/17/2015  23:59,"MOTOR VEHICLE THEFT","132XX N 20TH ST","85022","APARTMENT"
"201500002131101",11/05/2015  00:01,,"LARCENY-THEFT","45XX W DAILEY ST","85306","UNKNOWN"
"201600000158000",11/05/2015  00:01,11/17/2015  18:53,"MOTOR VEHICLE THEFT","132XX N 20TH ST","85022","PARKING LOT"
"201500002127763",11/05/2015  00:44,11/05/2015  02:17,"BURGLARY","41XX N 44TH ST","85018","RESTAURANT"
"201500002127506",11/05/2015  00:56,11/05/2015  00:56,"ROBBERY","15XX E BROADWAY RD","85040","CONVENIENCE MARKET / STORE"
"201500002127624",11/05/2015  01:00,,"AGGRAVATED ASSAULT","38XX E UNIVERSITY DR","85040","BAR / LOUNG / NIGHT CLUB"
"201500002131137",11/05/2015  03:00,11/05/2015  06:00,"MOTOR VEHICLE THEFT","25XX S 16TH AVE","85007","VEHICLE"
"201500002127764",11/05/2015  03:37,11/05/2015  03:38,"BURGLARY","6XX W UNION HILLS DR","85023","RETAIL BUSINESS"
"201500002173526",11/05/2015  04:00,11/05/2015  05:00,"LARCENY-THEFT","38XX N 16TH ST","85016","PARKING LOT"
"201500002127831",11/05/2015  04:24,11/05/2015  04:24,"MOTOR VEHICLE THEFT","60XX S 12TH DR","85041","DRIVEWAY"
"201500002149464",11/05/2015  04:30,11/05/2015  15:00,"LARCENY-THEFT","14XX E SAN JUAN AVE","85014","SINGLE FAMILY HOUSE"
"201500002127926",11/05/2015  04:45,,"MOTOR VEHICLE THEFT","56XX S 16TH ST","85040","PARKING LOT"
"201500002127919",11/05/2015  04:55,11/05/2015  05:00,"ROBBERY","40XX N 55TH DR","85031","VEHICLE"
"201500002133503",11/05/2015  06:01,11/05/2015  17:00,"LARCENY-THEFT","1XX N 3RD ST","85004","ARENA / STADIUM / CONVENTION CENTER"
"201500002128047",11/05/2015  06:15,11/05/2015  06:15,"LARCENY-THEFT","49XX W HUBBELL ST","85035","CARPORT"
"201500002128353",11/05/2015  06:30,11/05/2015  07:51,"LARCENY-THEFT","61XX N 35TH AVE","85017","RETAIL BUSINESS"
"201500002140521",11/05/2015  06:30,11/05/2015  16:00,"BURGLARY","19XX N 43RD AVE","85035","APARTMENT"
"201500002130852",11/05/2015  06:30,11/05/2015  14:00,"BURGLARY","94XX N 37TH AVE","85051","SINGLE FAMILY HOUSE"
"201500002133786",11/05/2015  07:00,11/05/2015  23:10,"BURGLARY","100XX W MARGUERITE AVE","85353","SINGLE FAMILY HOUSE"
"201500002128520",11/05/2015  07:00,,"AGGRAVATED ASSAULT","56XX W GRANADA RD","85035","SCHOOL-COLLEGE/UNIVERSITY"
"201500002132928",11/05/2015  07:00,11/05/2015  19:59,"BURGLARY","146XX N 22ND LN","85023","SINGLE FAMILY HOUSE"
"201500002128378",11/05/2015  07:00,,"BURGLARY","50XX E SHEA BLVD","85254","RETAIL BUSINESS"
"201500002128286",11/05/2015  07:10,11/05/2015  07:15,"LARCENY-THEFT","29XX E INDIAN SCHOOL RD","85016","CONVENIENCE MARKET / STORE"
"201500002133397",11/05/2015  07:15,11/05/2015  21:20,"BURGLARY","7XX W LYDIA LN","85041","SINGLE FAMILY HOUSE"
"201500002131203",11/05/2015  07:20,11/05/2015  15:40,"BURGLARY","88XX W AVALON DR","85037","SINGLE FAMILY HOUSE"
"201500002128243",11/05/2015  07:22,11/05/2015  07:22,"ROBBERY","43XX E MCDOWELL RD","85008","GAS / SERVICE STATION"
"201500002131028",11/05/2015  07:30,11/05/2015  15:15,"BURGLARY","114XX N 28TH DR","85029","APARTMENT"
"201500002130179",11/05/2015  07:30,11/05/2015  13:00,"BURGLARY","34XX W GELDING DR","85053","SINGLE FAMILY HOUSE"
"201500002134019",11/05/2015  07:50,11/05/2015  23:40,"LARCENY-THEFT","89XX N 22ND AVE","85021","PARKING GARAGE"
"201500002128376",11/05/2015  07:56,,"MOTOR VEHICLE THEFT","46XX W MCDOWELL RD","85035","APARTMENT"
"201500002162526",11/05/2015  08:00,11/07/2015  17:00,"BURGLARY","35XX W TIERRA BUENA LN","85053","APARTMENT"
"201500002173698",11/05/2015  08:00,11/12/2015  01:00,"BURGLARY","42XX N 35TH AVE","85017","APARTMENT"
"201500002128936",11/05/2015  08:15,11/05/2015  09:30,"LARCENY-THEFT","12XX E SOUTH MOUNTAIN AVE","85042","VEHICLE"
"201500002128472",11/05/2015  08:17,,"AGGRAVATED ASSAULT","27XX W THUNDERBIRD RD","85023","STREET / ROADWAY / ALLEY / SIDEWALK"
"201500002128570",11/05/2015  08:20,11/05/2015  08:25,"ROBBERY","36XX N 27TH ST","85016","APARTMENT"
"201500002128825",11/05/2015  09:10,11/05/2015  09:28,"LARCENY-THEFT","350XX N NORTH VALLEY PKWY","85086","PARKING LOT"
"201500002132544",11/05/2015  09:30,11/05/2015  18:50,"BURGLARY","16XX W HELENA DR","85023","SINGLE FAMILY HOUSE"
"201500002130070",11/05/2015  09:30,11/05/2015  10:15,"LARCENY-THEFT","198XX N 27TH AVE","85027","CONVENIENCE MARKET / STORE"
"201500002132530",11/05/2015  09:40,11/05/2015  19:00,"BURGLARY","186XX N CAVE CREEK RD","85024",
"201500002128970",11/05/2015  09:50,11/05/2015  09:50,"LARCENY-THEFT","61XX N 35TH AVE","85017","GROCERY / SUPER MARKET"
"201500002157143",11/05/2015  09:50,11/05/2015  09:50,"LARCENY-THEFT","210XX N TATUM BLVD","85054","GROCERY / SUPER MARKET"
"201500002129363",11/05/2015  09:50,11/05/2015  10:10,"LARCENY-THEFT","44XX N CENTRAL AVE","85013","RETAIL BUSINESS"
"201500002129058",11/05/2015  10:00,11/05/2015  10:13,"LARCENY-THEFT","16XX E BASELINE RD","85042","RETAIL BUSINESS"
"201500002129028",11/05/2015  10:05,11/05/2015  10:05,"LARCENY-THEFT","60XX S CENTRAL AVE","85042","RETAIL BUSINESS"
"201510000016148",11/05/2015  10:15,11/05/2015  10:15,"DRUG OFFENSE","41XX N 27TH AVE","85017","PARKING LOT"
"201500002129367",11/05/2015  10:20,11/05/2015  10:40,"LARCENY-THEFT","25XX W HAPPY VALLEY RD","85085","GROCERY / SUPER MARKET"
"201510000016163",11/05/2015  10:30,11/05/2015  21:30,"BURGLARY","20XX W WELDON AVE","85015","OTHER"
"201500002129260",11/05/2015  10:40,,"DRUG OFFENSE","26XX N 45TH AVE","85035","CONDO / TOWNHOUSE"
"201500002133517",11/05/2015  11:00,11/05/2015  22:00,"BURGLARY","46XX S 99TH DR","85353","SINGLE FAMILY HOUSE"
"201500002143284",11/05/2015  11:00,11/07/2015  11:00,"BURGLARY","17XX N 25TH PL","85008","APARTMENT"
"201500002143860",11/05/2015  11:00,11/06/2015  11:00,"BURGLARY","18XX W CAMELBACK RD","85015","07A STOREROOM/SHED (COMMERCIAL)"
"201500002129524",11/05/2015  11:00,11/05/2015  11:10,"LARCENY-THEFT","41XX N 51ST AVE","85031","RESTAURANT"
"201500002130527",11/05/2015  11:08,11/05/2015  11:11,"LARCENY-THEFT","44XX E RAY RD","85044","RETAIL BUSINESS"
"201500002129348",11/05/2015  11:12,11/05/2015  11:12,"LARCENY-THEFT","68XX N 19TH AVE","85015","RETAIL BUSINESS"
"201500002130226",11/05/2015  11:30,11/05/2015  13:30,"BURGLARY","142XX N 26TH AVE","85023","SINGLE FAMILY HOUSE"
"201500002129444",11/05/2015  11:32,,"LARCENY-THEFT","61XX N 35TH AVE","85017","RETAIL BUSINESS"
"201500002209572",11/05/2015  11:50,11/05/2015  11:52,"LARCENY-THEFT","47XX N 20TH ST","85016","RENTAL STORAGE / FACILITY"
"201500002163659",11/05/2015  12:00,11/10/2015  14:00,"BURGLARY","43XX N 87TH AVE","85037","SINGLE FAMILY HOUSE"
"201500002178201",11/05/2015  12:00,11/08/2015  12:00,"LARCENY-THEFT","74XX S 25TH DR","85041","SINGLE FAMILY HOUSE"
"201500002140286",11/05/2015  12:00,11/06/2015  12:00,"LARCENY-THEFT","84XX N 16TH AVE","85021","VEHICLE"
"201500002130666",11/05/2015  13:00,11/05/2015  14:37,"BURGLARY","21XX W ROSS AVE","85027","SINGLE FAMILY HOUSE"
"201500002130047",11/05/2015  13:00,11/05/2015  13:05,"AGGRAVATED ASSAULT","38XX W ROVEY AVE","85019","STREET / ROADWAY / ALLEY / SIDEWALK"
"201500002135330",11/05/2015  13:00,,"LARCENY-THEFT","160XX N CAVE CREEK RD","85022","RETAIL BUSINESS"
"201500002130021",11/05/2015  13:02,,"MOTOR VEHICLE THEFT","3XX W MEDLOCK DR","85013","APARTMENT"
"201500002130067",11/05/2015  13:05,11/05/2015  13:05,"LARCENY-THEFT","17XX W GLENDALE AVE","85015","PARKING LOT"
"201500002130218",11/05/2015  13:15,11/05/2015  13:15,"LARCENY-THEFT","18XX W BELL RD","85023","RETAIL BUSINESS"
"201500002130302",11/05/2015  13:30,11/05/2015  13:48,"LARCENY-THEFT","21XX E BASELINE RD","85042","RETAIL BUSINESS"
"201500002130248",11/05/2015  13:38,11/05/2015  13:38,"AGGRAVATED ASSAULT","31XX W CHERYL DR","85051","APARTMENT"
"201500002130376",11/05/2015  13:45,11/05/2015  13:45,"DRUG OFFENSE","93XX W BERKELEY RD","85037","SINGLE FAMILY HOUSE"
"201500002169626",11/05/2015  13:50,,"LARCENY-THEFT","19XX W BASELINE RD","85041","RETAIL BUSINESS"
"201500002130426",11/05/2015  14:05,,"LARCENY-THEFT","51XX W BASELINE RD","85339","GROCERY / SUPER MARKET"
"201500002266800",,11/05/2015  14:30,"LARCENY-THEFT","47XX N 20TH ST","85016","GROCERY / SUPER MARKET"
"201500002130817",11/05/2015  14:50,11/05/2015  15:03,"LARCENY-THEFT","45XX E CACTUS RD","85032","RETAIL BUSINESS"
"201500002142709",11/05/2015  14:54,,"LARCENY-THEFT","9XX E MARCO POLO RD","85024","SINGLE FAMILY HOUSE"
"201500002137791",11/05/2015  15:00,11/06/2015  09:00,"LARCENY-THEFT","206XX N 35TH DR","85308","MOBILE HOME"
"201510000016118",11/05/2015  15:00,11/05/2015  15:00,"DRUG OFFENSE","10XX N 27TH DR","85009","SINGLE FAMILY HOUSE"
"201500002132759",11/05/2015  15:00,11/05/2015  19:00,"LARCENY-THEFT","7XX W TAMARISK ST","85041","SINGLE FAMILY HOUSE"
"201500002138329",11/05/2015  15:00,11/06/2015  16:50,"BURGLARY","8XX E TOWNLEY AVE","85020","OFFICE / COMMERCIAL BUILDING"
"201500002130850",11/05/2015  15:07,,"AGGRAVATED ASSAULT","S 19TH AVE & W SOUTHERN AVE","85041","STREET / ROADWAY / ALLEY / SIDEWALK"
"201500002135051",11/05/2015  15:30,11/05/2015  15:30,"BURGLARY","71XX E PRINCESS DR","85054","FENCED COMMERCIAL YARD"
"201500002131074",11/05/2015  15:30,,"LARCENY-THEFT","61XX S 35TH AVE","85041","DEPARTMENT / DISCOUNT STORE"
"201580008716",11/05/2015  15:45,,"LARCENY-THEFT","41XX W THUNDERBIRD RD","85029","RESTAURANT"
"201500002131222",11/05/2015  15:45,11/05/2015  15:45,"DRUG OFFENSE","24XX E ATLANTA AVE","85040","STREET / ROADWAY / ALLEY / SIDEWALK"
"201500002155165",11/05/2015  16:00,11/09/2015  09:00,"LARCENY-THEFT","35XX W MCDOWELL RD","85009","FENCED COMMERCIAL YARD"
"201500002156711",11/05/2015  16:00,11/05/2015  19:00,"AGGRAVATED ASSAULT","31XX N 32ND ST","85016","APARTMENT"
"201500002131707",11/05/2015  16:00,11/05/2015  16:50,"LARCENY-THEFT","76XX W THOMAS RD","85035","RETAIL BUSINESS"
"201500002131550",11/05/2015  16:10,11/05/2015  16:36,"LARCENY-THEFT","43XX W CAMELBACK RD","85031","PARKING LOT"
"201500002131505",11/05/2015  16:25,,"LARCENY-THEFT","52XX W INDIAN SCHOOL RD","85031","RETAIL BUSINESS"
"201510000016095",11/05/2015  16:30,,"DRUG OFFENSE","38XX E SKY HARBOR BLVD","85034","AIRPORT"
"201500002131891",11/05/2015  16:40,,"LARCENY-THEFT","31XX W DUNBAR DR","85041","SINGLE FAMILY HOUSE"
"201500002131583",11/05/2015  16:45,11/05/2015  16:45,"DRUG OFFENSE","40XX N 7TH AVE","85013","VEHICLE"
"201500002131647",11/05/2015  16:51,,"LARCENY-THEFT","38XX N 50TH AVE","85031","VEHICLE"
"201500002131694",11/05/2015  16:57,,"DRUG OFFENSE","33XX W SHERMAN ST","85009","VEHICLE"
"201500002134826",11/05/2015  17:00,11/06/2015  06:00,"BURGLARY","5XX E OCOTILLO RD","85012","SINGLE FAMILY HOUSE"
"201500002133545",11/05/2015  17:00,11/05/2015  22:00,"LARCENY-THEFT","28XX E EMILE ZOLA AVE","85032","DRIVEWAY"
"201500002131734",11/05/2015  17:03,,"BURGLARY","29XX W YORKSHIRE DR","85027","APARTMENT"
"201500002131960",11/05/2015  17:15,11/05/2015  17:15,"LARCENY-THEFT","26XX W THUNDERBIRD RD","85023","RETAIL BUSINESS"
"201500002133164",11/05/2015  17:30,11/05/2015  18:30,"MOTOR VEHICLE THEFT","43XX N 35TH AVE","85019","APARTMENT"
"201510000016149",11/05/2015  17:39,11/05/2015  17:40,"LARCENY-THEFT","29XX E BELL RD","85032","RETAIL BUSINESS"
"201500002132523",11/05/2015  17:50,11/05/2015  17:50,"LARCENY-THEFT","348XX N NORTH VALLEY PKWY","85086","RETAIL BUSINESS"
"201500002132137",11/05/2015  17:50,11/05/2015  17:58,"DRUG OFFENSE","34XX W BUCKEYE RD","85009","STREET / ROADWAY / ALLEY / SIDEWALK"
"201500002134554",11/05/2015  18:00,11/06/2015  05:20,"MOTOR VEHICLE THEFT","81XX N 33RD AVE","85051","APARTMENT"
"201500002132273",11/05/2015  18:00,11/05/2015  18:00,"LARCENY-THEFT","12XX N CENTRAL AVE","85004","PARK / PLAYGROUND"
"201500002132375",11/05/2015  18:15,11/05/2015  18:15,"AGGRAVATED ASSAULT","83XX W BUCKEYE RD","85353","STREET / ROADWAY / ALLEY / SIDEWALK"
"201500002156619",11/05/2015  18:30,11/08/2015  20:30,"MOTOR VEHICLE THEFT","83XX N 19TH AVE","85021","PARKING LOT"
"201500002132399",11/05/2015  18:30,,"LARCENY-THEFT","50XX W BASELINE RD","85339","GROCERY / SUPER MARKET"
"201500002132400",11/05/2015  18:37,11/05/2015  18:37,"LARCENY-THEFT","18XX W BELL RD","85023","RETAIL BUSINESS"
"201500002132590",11/05/2015  18:45,11/05/2015  19:00,"LARCENY-THEFT","21XX W HIDALGO AVE","85041","BUS"
"201500002132470",11/05/2015  18:50,11/05/2015  20:06,"DRUG OFFENSE","41XX N 23RD AVE","85015","STREET / ROADWAY / ALLEY / SIDEWALK"
"201500002133080",11/05/2015  19:00,11/05/2015  20:10,"BURGLARY","24XX W CAMPBELL AVE","85015","APARTMENT"
"201500002134567",11/05/2015  19:00,11/06/2015  05:00,"MOTOR VEHICLE THEFT","21XX N 15TH ST","85006","PARKING LOT"
"201500002135319",11/05/2015  19:00,11/06/2015  09:00,"MOTOR VEHICLE THEFT","43XX N BLACK CANYON FWY","85017","APARTMENT"
"201500002140097",11/05/2015  19:00,11/06/2015  21:00,"BURGLARY","26XX W MONTEBELLO AVE","85017","SINGLE FAMILY HOUSE"
"201500002137584",11/05/2015  19:16,,"LARCENY-THEFT","192XX N 27TH AVE","85027","RETAIL BUSINESS"
"201500002134510",11/05/2015  19:30,11/06/2015  05:00,"MOTOR VEHICLE THEFT","46XX W MCDOWELL RD","85035","APARTMENT"
"201500002291238",11/05/2015  19:30,11/28/2015  02:30,"MOTOR VEHICLE THEFT","208XX N 27TH AVE","85027","PARKING LOT"
"201500002132740",11/05/2015  19:30,11/05/2015  19:32,"LARCENY-THEFT","168XX N 7TH ST","85022","DEPARTMENT / DISCOUNT STORE"
"201500002132859",11/05/2015  19:45,,"AGGRAVATED ASSAULT","E BETHANY HOME RD & N 16TH ST","85016","STREET / ROADWAY / ALLEY / SIDEWALK"
"201510000016125",11/05/2015  19:49,,"MOTOR VEHICLE THEFT","70XX S 57TH AVE","85339","SINGLE FAMILY HOUSE"
"201500002133717",11/05/2015  20:00,,"LARCENY-THEFT","18XX W MCDOWELL RD","85007","OTHER"
"201500002133442",11/05/2015  20:00,11/05/2015  21:40,"LARCENY-THEFT","36XX N 6TH AVE","85013","VEHICLE"
"201500002156353",11/05/2015  20:00,11/05/2015  20:15,"AGGRAVATED ASSAULT","25XX N 75TH AVE","85035","FAST FOOD STORE"
"201500002134501",11/05/2015  20:00,11/06/2015  04:52,"LARCENY-THEFT","210XX N 34TH DR","85027","DRIVEWAY"
"201500002133006",11/05/2015  20:15,,"ROBBERY","48XX N 19TH AVE","85015","APARTMENT"
"201500002133050",11/05/2015  20:20,11/05/2015  20:20,"LARCENY-THEFT","3XX W BELL RD","85023","GROCERY / SUPER MARKET"
"201500002133088",11/05/2015  20:25,,"LARCENY-THEFT","52XX W INDIAN SCHOOL RD","85031","RETAIL BUSINESS"
"201500002134626",11/05/2015  20:30,11/06/2015  06:00,"MOTOR VEHICLE THEFT","7XX W VOGEL AVE","85021","APARTMENT"
"201500002133191",11/05/2015  20:40,,"DRUG OFFENSE","4XX N 38TH AVE","85009","VEHICLE"
"201580008407",11/05/2015  20:45,11/05/2015  21:45,"LARCENY-THEFT","225XX N AVIANO WAY","85050","OTHER"
"201500002133229",11/05/2015  20:57,11/05/2015  20:57,"ROBBERY","29XX E ROOSEVELT ST","85008","PARKING LOT"
"201500002150885",11/05/2015  21:00,11/05/2015  21:20,"RAPE","29XX E VAN BUREN ST","85008","APARTMENT"
"201500002134695",11/05/2015  21:00,11/06/2015  06:00,"MOTOR VEHICLE THEFT","54XX W WILSHIRE DR","85035","SINGLE FAMILY HOUSE"
"201500002135109",11/05/2015  21:00,,"LARCENY-THEFT","18XX W MCDOWELL RD","85007","THEATRE"
"201500002133497",11/05/2015  21:42,11/05/2015  21:49,"LARCENY-THEFT","24XX W UNION HILLS DR","85027","CONVENIENCE MARKET / STORE"
"201500002157476",11/05/2015  22:00,11/06/2015  10:30,"LARCENY-THEFT","31XX W CHERYL DR","85051","APARTMENT"
"201500002135616",11/05/2015  22:00,11/06/2015  07:00,"LARCENY-THEFT","55XX N 41ST DR","85019","VEHICLE"
"201500002303550",11/05/2015  22:00,11/11/2015  20:00,"LARCENY-THEFT","64XX W PIMA ST","85043","SINGLE FAMILY HOUSE"
"201500002134558",11/05/2015  23:00,11/06/2015  04:00,"MOTOR VEHICLE THEFT","23XX N 49TH AVE","85035","DRIVEWAY"
"201500002135746",11/05/2015  23:00,11/06/2015  10:30,"BURGLARY","42XX N 19TH AVE","85015","07A STOREROOM/SHED (COMMERCIAL)"
"201500002133811",11/05/2015  23:19,,"DRUG OFFENSE","57XX E SWEETWATER AVE","85254","PARK / PLAYGROUND"
"201500002133889",11/05/2015  23:25,,"LARCENY-THEFT","16XX W BETHANY HOME RD","85015","DEPARTMENT / DISCOUNT STORE"
"201500002133874",11/05/2015  23:30,11/05/2015  23:30,"DRUG OFFENSE","164XX S 14TH AVE","85045","PARK / PLAYGROUND"
"201500002155657",11/06/2015  00:00,11/09/2015  08:00,"LARCENY-THEFT","75XX N DREAMY DRAW DR","85020","OFFICE / COMMERCIAL BUILDING"
"201500002139759",11/06/2015  00:01,11/06/2015  12:00,"LARCENY-THEFT","28XX W CACTUS RD","85029","HOTEL / MOTEL"
"201500002012406",11/06/2015  00:05,11/06/2015  00:05,"MOTOR VEHICLE THEFT","70XX W INDIAN SCHOOL RD","85033","APARTMENT"
"201500002134002",11/06/2015  00:18,11/06/2015  00:18,"AGGRAVATED ASSAULT","49XX E BRILL ST","85008","SINGLE FAMILY HOUSE"
"201510000016181",11/06/2015  00:42,11/06/2015  00:42,"ROBBERY","48XX N 75TH AVE","85033","CONVENIENCE MARKET / STORE"
"201500002134103",11/06/2015  00:57,,"LARCENY-THEFT","18XX S 7TH ST","85004","PARKING LOT"
"201500002135172",11/06/2015  01:00,11/06/2015  08:35,"LARCENY-THEFT","21XX E BROADWAY RD","85040","APARTMENT"
"201500002134164",11/06/2015  01:21,11/06/2015  01:21,"LARCENY-THEFT","166XX N 28TH WAY","85032","VEHICLE"
"201500002135952",11/06/2015  01:35,11/06/2015  02:38,"BURGLARY","42XX S 48TH ST","85040","HOTEL / MOTEL"
"201500002134231",11/06/2015  01:50,11/06/2015  01:52,"BURGLARY","18XX N 73RD DR","85035","SINGLE FAMILY HOUSE"
"201580009549",11/06/2015  02:03,11/06/2015  02:03,"LARCENY-THEFT","25XX W HAPPY VALLEY RD","85085","RETAIL BUSINESS"
"201500002135976",11/06/2015  02:30,11/06/2015  09:00,"MOTOR VEHICLE THEFT","142XX N 51ST AVE","85306","APARTMENT"
"201500002136744",11/06/2015  03:00,11/06/2015  03:00,"MOTOR VEHICLE THEFT","22XX E TAYLOR ST","85006","APARTMENT"
"201500002134383",11/06/2015  03:24,11/06/2015  06:30,"AGGRAVATED ASSAULT","25XX N 32ND ST","85008","SINGLE FAMILY HOUSE"
"201510000016184",11/06/2015  04:30,,"LARCENY-THEFT","46XX N 12TH ST","85014","CONVENIENCE MARKET / STORE"
"201500002174999",11/06/2015  04:45,11/11/2015  07:14,"MOTOR VEHICLE THEFT","17XX E BUCKEYE RD","85034","PARKING LOT"
"201500002333201",11/06/2015  04:59,,"MOTOR VEHICLE THEFT","41XX W MCDOWELL RD","85009","PARKING LOT"
"201500002134508",11/06/2015  05:01,11/06/2015  05:03,"BURGLARY","51XX N CENTRAL AVE","85012","GAS / SERVICE STATION"
"201510000016268",11/06/2015  05:30,11/06/2015  19:30,"BURGLARY","42XX N 79TH DR","85033","SINGLE FAMILY HOUSE"
"201500002139583",11/06/2015  06:00,11/06/2015  19:40,"BURGLARY","65XX N 16TH DR","85015","SINGLE FAMILY HOUSE"
"201500002135329",11/06/2015  06:00,11/06/2015  09:00,"BURGLARY","48XX N 35TH AVE","85019","OFFICE / COMMERCIAL BUILDING"
"201500002134591",11/06/2015  06:00,11/06/2015  06:05,"AGGRAVATED ASSAULT","13XX E GLENROSA AVE","85014","VEHICLE"
"201500002134597",11/06/2015  06:06,11/06/2015  06:06,"BURGLARY","27XX W SWEETWATER AVE","85029","HOTEL / MOTEL"
"201500002134669",11/06/2015  06:22,,"BURGLARY","5XX E BASELINE RD","85042","RETAIL BUSINESS"
"201500002138042",11/06/2015  06:30,11/06/2015  16:00,"BURGLARY","44XX N 36TH DR","85019","SINGLE FAMILY HOUSE"
"201500002188880",11/06/2015  06:30,11/14/2015  10:37,"BURGLARY","22XX W VILLAGE DR","85023","SINGLE FAMILY HOUSE"
"201500002134698",11/06/2015  06:53,,"BURGLARY","94XX N CAVE CREEK RD","85020","APARTMENT"
"201500002139965",11/06/2015  07:00,11/06/2015  19:00,"BURGLARY","64XX W MCKINLEY ST","85043","SINGLE FAMILY HOUSE"
"201500002136375",11/06/2015  07:00,11/06/2015  12:20,"BURGLARY","35XX W ORCHID LN","85051","SINGLE FAMILY HOUSE"
"201500002164090",11/06/2015  07:00,11/10/2015  15:07,"LARCENY-THEFT","22XX W HIDALGO AVE","85041","STREET / ROADWAY / ALLEY / SIDEWALK"
"201700000238472",11/06/2015  07:30,11/06/2015  08:17,"AGGRAVATED ASSAULT","9XX W LYNNE LN","85041","SINGLE FAMILY HOUSE"
